0.000000	0.000488
0.015000	0.002106
0.030000	0.002777
0.045000	0.002075
0.060000	0.001495
0.075000	0.001404
0.090000	0.005737
0.105000	0.029388
0.120000	0.023041
0.135000	0.024994
0.150000	0.020294
0.165000	0.019562
0.180000	0.021149
0.195000	0.018158
0.210000	0.018707
0.225000	0.016174
0.240000	0.016113
0.255000	0.015198
0.270000	0.014709
0.285000	0.015137
0.300000	0.014740
0.315000	0.013580
0.330000	0.011597
0.345000	0.014618
0.360000	0.011566
0.375000	0.014954
0.390000	0.014069
0.405000	0.008759
0.420000	0.005127
0.435000	0.006775
0.450000	0.007599
0.465000	0.010040
0.480000	0.013153
0.495000	0.038361
0.510000	0.026642
0.525000	0.032043
0.540000	0.020172
0.555000	0.027069
0.570000	0.015442
0.585000	0.021088
0.600000	0.016205
0.615000	0.023224
0.630000	0.017670
0.645000	0.019562
0.660000	0.018097
0.675000	0.019623
0.690000	0.019775
0.705000	0.018494
0.720000	0.020538
0.735000	0.016968
0.750000	0.019226
0.765000	0.016174
0.780000	0.018829
0.795000	0.012329
0.810000	0.010681
0.825000	0.008087
0.840000	0.064728
0.855000	0.115295
0.870000	0.115509
0.885000	0.091034
0.900000	0.099213
0.915000	0.113129
0.930000	0.087158
0.945000	0.069366
0.960000	0.067810
0.975000	0.081360
0.990000	0.084564
1.005000	0.084839
1.020000	0.067871
1.035000	0.070587
1.050000	0.072998
1.065000	0.074036
1.080000	0.069977
1.095000	0.054932
1.110000	0.065491
1.125000	0.051208
1.140000	0.051666
1.155000	0.043396
1.170000	0.064941
1.185000	0.064850
1.200000	0.044189
1.215000	0.065521
1.230000	0.084930
1.245000	0.074951
1.260000	0.066040
1.275000	0.066345
1.290000	0.061584
1.305000	0.063110
1.320000	0.056824
1.335000	0.052979
1.350000	0.050659
1.365000	0.049866
1.380000	0.066528
1.395000	0.070648
1.410000	0.061432
1.425000	0.054047
1.440000	0.050232
1.455000	0.048523
1.470000	0.055359
1.485000	0.057434
1.500000	0.054047
1.515000	0.043213
1.530000	0.046600
1.545000	0.045105
1.560000	0.041809
1.575000	0.037079
1.590000	0.043976
1.605000	0.058472
1.620000	0.100494
1.635000	0.103394
1.650000	0.087372
1.665000	0.076355
1.680000	0.069672
1.695000	0.082031
1.710000	0.097351
1.725000	0.104248
1.740000	0.103546
1.755000	0.082550
1.770000	0.080536
1.785000	0.084930
1.800000	0.079437
1.815000	0.071075
1.830000	0.062744
1.845000	0.056824
1.860000	0.069794
1.875000	0.063812
1.890000	0.069489
1.905000	0.066956
