1.920000	0.065735
1.935000	0.049225
1.950000	0.054138
1.965000	0.051300
1.980000	0.060028
1.995000	0.062805
2.010000	0.050323
2.025000	0.062836
2.040000	0.058380
2.055000	0.066223
2.070000	0.068939
2.085000	0.067627
2.100000	0.092529
2.115000	0.098450
2.130000	0.063446
2.145000	0.054535
2.160000	0.072968
2.175000	0.054169
2.190000	0.060944
2.205000	0.058075
2.220000	0.037292
2.235000	0.032928
2.250000	0.033386
2.265000	0.031036
2.280000	0.024231
2.295000	0.015289
2.310000	0.011139
2.325000	0.012909
2.340000	0.013458
2.355000	0.009247
2.370000	0.012756
2.385000	0.076935
2.400000	0.143890
2.415000	0.168610
2.430000	0.172455
2.445000	0.140778
2.460000	0.150879
2.475000	0.155548
2.490000	0.150299
2.505000	0.119781
2.520000	0.111511
2.535000	0.101135
2.550000	0.113647
2.565000	0.115784
2.580000	0.109528
2.595000	0.117462
2.610000	0.114410
2.625000	0.125732
2.640000	0.124054
2.655000	0.127991
2.670000	0.115784
2.685000	0.120239
2.700000	0.103485
2.715000	0.103668
2.730000	0.101532
2.745000	0.098877
2.760000	0.107269
2.775000	0.127350
2.790000	0.147186
2.805000	0.132874
2.820000	0.124634
2.835000	0.129303
2.850000	0.126312
2.865000	0.123505
2.880000	0.118408
2.895000	0.117218
2.910000	0.120850
2.925000	0.121643
2.940000	0.113800
2.955000	0.115173
2.970000	0.105377
2.985000	0.107239
3.000000	0.101959
3.015000	0.098022
3.030000	0.089142
3.045000	0.094391
3.060000	0.088715
3.075000	0.080597
3.090000	0.082611
3.105000	0.080109
3.120000	0.077637
3.135000	0.069885
3.150000	0.082550
3.165000	0.077484
3.180000	0.076996
3.195000	0.092133
3.210000	0.070435
3.225000	0.103149
3.240000	0.071838
3.255000	0.091187
3.270000	0.078491
3.285000	0.077545
3.300000	0.057800
3.315000	0.073334
3.330000	0.058807
3.345000	0.071533
3.360000	0.055206
3.375000	0.059479
3.390000	0.053680
3.405000	0.065521
3.420000	0.056061
3.435000	0.055145
3.450000	0.062866
3.465000	0.056183
3.480000	0.058075
3.495000	0.065948
3.510000	0.047791
3.525000	0.054962
3.540000	0.062775
3.555000	0.045288
3.570000	0.062286
3.585000	0.075653
3.600000	0.061127
3.615000	0.063660
3.630000	0.053955
3.645000	0.058350
3.660000	0.055176
3.675000	0.063812
3.690000	0.055878
3.705000	0.055878
3.720000	0.045746
3.735000	0.055969
3.750000	0.048187
3.765000	0.054077
3.780000	0.048187
3.795000	0.041748
3.810000	0.041595
3.825000	0.040009
3.840000	0.033203
3.855000	0.029266
3.870000	0.019958
3.885000	0.024780
3.900000	0.021759
3.915000	0.023132
3.930000	0.023407
3.945000	0.127472
3.960000	0.089417
3.975000	0.083588
3.990000	0.078796
4.005000	0.081146
4.020000	0.081757
4.035000	0.069977
4.050000	0.057526
4.065000	0.065704
4.080000	0.061859
4.095000	0.054688
4.110000	0.056946
4.125000	0.053009
4.140000	0.056366
4.155000	0.055206
4.170000	0.057434
4.185000	0.049500
4.200000	0.051605
4.215000	0.052277
4.230000	0.051483
4.245000	0.042267
4.260000	0.046326
4.275000	0.045593
4.290000	0.044189
4.305000	0.052307
4.320000	0.057037
4.335000	0.116547
4.350000	0.098663
4.365000	0.079712
4.380000	0.103851
4.395000	0.105743
4.410000	0.094299
4.425000	0.098358
4.440000	0.087555
4.455000	0.081451
4.470000	0.081818
4.485000	0.084930
4.500000	0.085358
4.515000	0.073242
4.530000	0.068573
4.545000	0.062653
4.560000	0.064606
4.575000	0.060333
4.590000	0.065979
4.605000	0.056244
4.620000	0.064453
4.635000	0.068756
4.650000	0.063049
4.665000	0.069824
4.680000	0.062164
4.695000	0.056580
4.710000	0.065247
